,REF_DATE,GEO,Institution type,Registration status,Sex,VALUE
1820489,2006/2007,Canada,College,Part-time student,Males,0.0
1820490,2006/2007,Canada,College,Part-time student,Females,
1820632,2006/2007,Canada,College,Full-time student,Males,3.0
1820633,2006/2007,Canada,College,Full-time student,Females,6.0
1820635,2006/2007,Canada,College,Part-time student,Males,0.0
1820636,2006/2007,Canada,College,Part-time student,Females,
1820798,2006/2007,Canada,College,Full-time student,Males,
1820799,2006/2007,Canada,College,Full-time student,Females,
1820801,2006/2007,Canada,College,Part-time student,Males,0.0
1820802,2006/2007,Canada,College,Part-time student,Females,
1820952,2006/2007,Canada,College,Full-time student,Males,
1820953,2006/2007,Canada,College,Full-time student,Females,
1820955,2006/2007,Canada,College,Part-time student,Males,0.0
1820956,2006/2007,Canada,College,Part-time student,Females,
1935271,2007/2008,Canada,University,Full-time student,Males,18471.0
1935272,2007/2008,Canada,University,Full-time student,Females,7233.0
1935275,2007/2008,Canada,University,Part-time student,Males,4593.0
1935276,2007/2008,Canada,University,Part-time student,Females,1650.0
1935453,2007/2008,Canada,University,Full-time student,Males,174.0
1935454,2007/2008,Canada,University,Full-time student,Females,81.0
1935456,2007/2008,Canada,University,Part-time student,Males,588.0
1935457,2007/2008,Canada,University,Part-time student,Females,267.0
1935599,2007/2008,Canada,University,Full-time student,Males,195.0
1935600,2007/2008,Canada,University,Full-time student,Females,45.0
1935603,2007/2008,Canada,University,Part-time student,Males,141.0
1935604,2007/2008,Canada,University,Part-time student,Females,42.0
1935759,2007/2008,Canada,University,Full-time student,Males,18012.0
1935760,2007/2008,Canada,University,Full-time student,Females,7071.0
1935763,2007/2008,Canada,University,Part-time student,Males,3606.0
1935764,2007/2008,Canada,University,Part-time student,Females,1212.0
1935906,2007/2008,Canada,University,Full-time student,Males,12.0
1935907,2007/2008,Canada,University,Full-time student,Females,9.0
1935909,2007/2008,Canada,University,Part-time student,Males,60.0
1935910,2007/2008,Canada,University,Part-time student,Females,21.0
1936020,2007/2008,Canada,University,Full-time student,Males,
1936021,2007/2008,Canada,University,Full-time student,Females,
1936023,2007/2008,Canada,University,Part-time student,Males,
1936024,2007/2008,Canada,University,Part-time student,Females,
1936111,2007/2008,Canada,University,Full-time student,Males,
1936112,2007/2008,Canada,University,Full-time student,Females,
1936114,2007/2008,Canada,University,Part-time student,Males,
1936115,2007/2008,Canada,University,Part-time student,Females,
1936266,2007/2008,Canada,University,Full-time student,Males,78.0
1936267,2007/2008,Canada,University,Full-time student,Females,27.0
1936269,2007/2008,Canada,University,Part-time student,Males,198.0
1936270,2007/2008,Canada,University,Part-time student,Females,108.0
1936790,2007/2008,Canada,University,Full-time student,Males,144.0
1936791,2007/2008,Canada,University,Full-time student,Females,36.0
1936794,2007/2008,Canada,University,Part-time student,Males,24.0
1936795,2007/2008,Canada,University,Part-time student,Females,30.0
1936945,2007/2008,Canada,University,Full-time student,Males,0.0
1936946,2007/2008,Canada,University,Full-time student,Females,0.0
1936948,2007/2008,Canada,University,Part-time student,Males,15.0
1936949,2007/2008,Canada,University,Part-time student,Females,24.0
1937080,2007/2008,Canada,University,Full-time student,Males,141.0
1937081,2007/2008,Canada,University,Full-time student,Females,36.0
1937084,2007/2008,Canada,University,Part-time student,Males,9.0
1937085,2007/2008,Canada,University,Part-time student,Females,6.0
1937201,2007/2008,Canada,University,Part-time student,Males,
1937202,2007/2008,Canada,University,Part-time student,Females,
1937686,2007/2008,Canada,University,Full-time student,Males,
1937687,2007/2008,Canada,University,Full-time student,Females,
1937788,2007/2008,Canada,University,Full-time student,Males,
1937789,2007/2008,Canada,University,Full-time student,Females,
1938019,2007/2008,Canada,University,Full-time student,Males,13710.0
1938020,2007/2008,Canada,University,Full-time student,Females,4947.0
1938023,2007/2008,Canada,University,Part-time student,Males,3636.0
1938024,2007/2008,Canada,University,Part-time student,Females,1104.0
1938180,2007/2008,Canada,University,Full-time student,Males,171.0
1938181,2007/2008,Canada,University,Full-time student,Females,75.0
1938183,2007/2008,Canada,University,Part-time student,Males,570.0
1938184,2007/2008,Canada,University,Part-time student,Females,240.0
1938319,2007/2008,Canada,University,Full-time student,Males,6.0
1938320,2007/2008,Canada,University,Full-time student,Females,3.0
1938323,2007/2008,Canada,University,Part-time student,Males,3.0
1938324,2007/2008,Canada,University,Part-time student,Females,3.0
1938473,2007/2008,Canada,University,Full-time student,Males,13527.0
1938474,2007/2008,Canada,University,Full-time student,Females,4869.0
1938477,2007/2008,Canada,University,Part-time student,Males,3015.0
1938478,2007/2008,Canada,University,Part-time student,Females,843.0
1938607,2007/2008,Canada,University,Full-time student,Males,6.0
1938608,2007/2008,Canada,University,Full-time student,Females,0.0
1938610,2007/2008,Canada,University,Part-time student,Males,51.0
1938611,2007/2008,Canada,University,Part-time student,Females,18.0
1938719,2007/2008,Canada,University,Full-time student,Males,
1938720,2007/2008,Canada,University,Full-time student,Females,
1938722,2007/2008,Canada,University,Part-time student,Males,
1938723,2007/2008,Canada,University,Part-time student,Females,
1938766,2007/2008,Canada,University,Full-time student,Females,
1938833,2007/2008,Canada,University,Full-time student,Males,
1938834,2007/2008,Canada,University,Full-time student,Females,
1938836,2007/2008,Canada,University,Part-time student,Males,
1938837,2007/2008,Canada,University,Part-time student,Females,
1938961,2007/2008,Canada,University,Full-time student,Males,3.0
1938962,2007/2008,Canada,University,Full-time student,Females,
1938964,2007/2008,Canada,University,Part-time student,Males,6.0
1938965,2007/2008,Canada,University,Part-time student,Females,3.0
1939092,2007/2008,Canada,University,Full-time student,Males,
1939093,2007/2008,Canada,University,Full-time student,Females,
1939095,2007/2008,Canada,University,Part-time student,Males,
1939096,2007/2008,Canada,University,Part-time student,Females,0.0
1939216,2007/2008,Canada,University,Full-time student,Males,3.0
1939217,2007/2008,Canada,University,Full-time student,Females,
1939219,2007/2008,Canada,University,Part-time student,Males,6.0
1939220,2007/2008,Canada,University,Part-time student,Females,3.0
1939330,2007/2008,Canada,University,Full-time student,Males,
1939331,2007/2008,Canada,University,Full-time student,Females,
1939502,2007/2008,Canada,University,Full-time student,Males,3.0
1939503,2007/2008,Canada,University,Full-time student,Females,3.0
1939505,2007/2008,Canada,University,Part-time student,Males,
1939506,2007/2008,Canada,University,Part-time student,Females,
1939587,2007/2008,Canada,University,Full-time student,Males,
1939588,2007/2008,Canada,University,Full-time student,Females,
1939590,2007/2008,Canada,University,Part-time student,Females,
1939674,2007/2008,Canada,University,Full-time student,Males,3.0
1939675,2007/2008,Canada,University,Full-time student,Females,3.0
1939677,2007/2008,Canada,University,Part-time student,Males,
1939678,2007/2008,Canada,University,Part-time student,Females,
1939780,2007/2008,Canada,University,Full-time student,Males,6.0
1939781,2007/2008,Canada,University,Full-time student,Females,
1939783,2007/2008,Canada,University,Part-time student,Males,
1939881,2007/2008,Canada,University,Full-time student,Males,6.0
1939882,2007/2008,Canada,University,Full-time student,Females,
1939884,2007/2008,Canada,University,Part-time student,Males,
1940179,2007/2008,Canada,University,Full-time student,Males,2655.0
1940180,2007/2008,Canada,University,Full-time student,Females,1572.0
1940183,2007/2008,Canada,University,Part-time student,Males,642.0
1940184,2007/2008,Canada,University,Part-time student,Females,372.0
1940327,2007/2008,Canada,University,Full-time student,Males,3.0
1940328,2007/2008,Canada,University,Full-time student,Females,3.0
1940330,2007/2008,Canada,University,Part-time student,Males,3.0
1940331,2007/2008,Canada,University,Part-time student,Females,3.0
1940441,2007/2008,Canada,University,Full-time student,Males,45.0
1940442,2007/2008,Canada,University,Full-time student,Females,6.0
1940444,2007/2008,Canada,University,Part-time student,Males,123.0
1940445,2007/2008,Canada,University,Part-time student,Females,33.0
1940579,2007/2008,Canada,University,Full-time student,Males,2604.0
1940580,2007/2008,Canada,University,Full-time student,Females,1554.0
1940583,2007/2008,Canada,University,Part-time student,Males,504.0
1940584,2007/2008,Canada,University,Part-time student,Females,336.0
1940717,2007/2008,Canada,University,Full-time student,Males,3.0
1940718,2007/2008,Canada,University,Full-time student,Females,9.0
1940720,2007/2008,Canada,University,Part-time student,Males,12.0
1940721,2007/2008,Canada,University,Part-time student,Females,3.0
1940953,2007/2008,Canada,University,Full-time student,Males,1881.0
1940954,2007/2008,Canada,University,Full-time student,Females,648.0
1940957,2007/2008,Canada,University,Part-time student,Males,87.0
1940958,2007/2008,Canada,University,Part-time student,Females,33.0
1941184,2007/2008,Canada,University,Full-time student,Males,1881.0
1941185,2007/2008,Canada,University,Full-time student,Females,648.0
1941188,2007/2008,Canada,University,Part-time student,Males,87.0
1941189,2007/2008,Canada,University,Part-time student,Females,33.0
1941449,2007/2008,Canada,University,Full-time student,Males,
1941450,2007/2008,Canada,University,Full-time student,Females,
1941452,2007/2008,Canada,University,Part-time student,Males,
1941453,2007/2008,Canada,University,Part-time student,Females,
1941575,2007/2008,Canada,University,Part-time student,Males,
1941576,2007/2008,Canada,University,Part-time student,Females,
1941669,2007/2008,Canada,University,Full-time student,Males,
1941670,2007/2008,Canada,University,Full-time student,Females,
1941804,2007/2008,Canada,University,Full-time student,Males,
1941806,2007/2008,Canada,University,Part-time student,Males,
1941807,2007/2008,Canada,University,Part-time student,Females,
1941916,2007/2008,Canada,University,Full-time student,Males,
1941917,2007/2008,Canada,University,Full-time student,Females,
1941919,2007/2008,Canada,University,Part-time student,Males,
1941920,2007/2008,Canada,University,Part-time student,Females,
1942025,2007/2008,Canada,University,Part-time student,Males,
1942113,2007/2008,Canada,University,Part-time student,Males,
1942234,2007/2008,Canada,University,Full-time student,Males,60.0
1942235,2007/2008,Canada,University,Full-time student,Females,27.0
1942237,2007/2008,Canada,University,Part-time student,Males,186.0
1942238,2007/2008,Canada,University,Part-time student,Females,105.0
1942386,2007/2008,Canada,University,Full-time student,Males,60.0
1942387,2007/2008,Canada,University,Full-time student,Females,27.0
1942389,2007/2008,Canada,University,Part-time student,Males,186.0
1942390,2007/2008,Canada,University,Part-time student,Females,105.0
1942523,2007/2008,Canada,University,Full-time student,Males,9.0
1942524,2007/2008,Canada,University,Full-time student,Females,0.0
1942526,2007/2008,Canada,University,Part-time student,Males,9.0
1942527,2007/2008,Canada,University,Part-time student,Females,3.0
1942662,2007/2008,Canada,University,Full-time student,Males,9.0
1942663,2007/2008,Canada,University,Full-time student,Females,0.0
1942665,2007/2008,Canada,University,Part-time student,Males,9.0
1942666,2007/2008,Canada,University,Part-time student,Females,3.0
1942804,2007/2008,Canada,University,Part-time student,Males,
1942805,2007/2008,Canada,University,Part-time student,Females,
1942934,2007/2008,Canada,University,Part-time student,Males,
1942935,2007/2008,Canada,University,Part-time student,Females,
1943081,2007/2008,Canada,College,Full-time student,Males,10413.0
1943082,2007/2008,Canada,College,Full-time student,Females,2907.0
1943085,2007/2008,Canada,College,Part-time student,Males,2502.0
1943086,2007/2008,Canada,College,Part-time student,Females,1362.0
1943300,2007/2008,Canada,College,Full-time student,Males,651.0
1943301,2007/2008,Canada,College,Full-time student,Females,240.0
1943304,2007/2008,Canada,College,Part-time student,Males,321.0
1943305,2007/2008,Canada,College,Part-time student,Females,177.0
1943467,2007/2008,Canada,College,Full-time student,Males,6462.0
1943468,2007/2008,Canada,College,Full-time student,Females,1737.0
1943471,2007/2008,Canada,College,Part-time student,Males,729.0
1943472,2007/2008,Canada,College,Part-time student,Females,462.0
1943623,2007/2008,Canada,College,Full-time student,Males,573.0
1943624,2007/2008,Canada,College,Full-time student,Females,87.0
1943627,2007/2008,Canada,College,Part-time student,Males,138.0
1943628,2007/2008,Canada,College,Part-time student,Females,30.0
1943779,2007/2008,Canada,College,Full-time student,Males,651.0
1943780,2007/2008,Canada,College,Full-time student,Females,108.0
1943782,2007/2008,Canada,College,Part-time student,Males,207.0
1943783,2007/2008,Canada,College,Part-time student,Females,111.0
1943922,2007/2008,Canada,College,Full-time student,Males,15.0
1943923,2007/2008,Canada,College,Full-time student,Females,9.0
1943925,2007/2008,Canada,College,Part-time student,Males,6.0
1943926,2007/2008,Canada,College,Part-time student,Females,3.0
1944066,2007/2008,Canada,College,Full-time student,Males,1944.0
1944067,2007/2008,Canada,College,Full-time student,Females,690.0
1944070,2007/2008,Canada,College,Part-time student,Males,942.0
1944071,2007/2008,Canada,College,Part-time student,Females,540.0
1944229,2007/2008,Canada,College,Full-time student,Males,117.0
1944230,2007/2008,Canada,College,Full-time student,Females,33.0
1944233,2007/2008,Canada,College,Part-time student,Males,156.0
1944234,2007/2008,Canada,College,Part-time student,Females,33.0
1944375,2007/2008,Canada,College,Full-time student,Males,
1944376,2007/2008,Canada,College,Full-time student,Females,
1944378,2007/2008,Canada,College,Part-time student,Males,
1944379,2007/2008,Canada,College,Part-time student,Females,
1944543,2007/2008,Canada,College,Part-time student,Females,
1944625,2007/2008,Canada,College,Full-time student,Males,
1944626,2007/2008,Canada,College,Full-time student,Females,
1944628,2007/2008,Canada,College,Part-time student,Males,
1944629,2007/2008,Canada,College,Part-time student,Females,
1944882,2007/2008,Canada,College,Part-time student,Males,
1944987,2007/2008,Canada,College,Full-time student,Males,
1944988,2007/2008,Canada,College,Full-time student,Females,
1945089,2007/2008,Canada,College,Full-time student,Males,
1945090,2007/2008,Canada,College,Full-time student,Females,
1945433,2007/2008,Canada,College,Full-time student,Males,9588.0
1945434,2007/2008,Canada,College,Full-time student,Females,2730.0
1945437,2007/2008,Canada,College,Part-time student,Males,2178.0
1945438,2007/2008,Canada,College,Part-time student,Females,1287.0
1945600,2007/2008,Canada,College,Full-time student,Males,483.0
1945601,2007/2008,Canada,College,Full-time student,Females,174.0
1945604,2007/2008,Canada,College,Part-time student,Males,300.0
1945605,2007/2008,Canada,College,Part-time student,Females,171.0
1945767,2007/2008,Canada,College,Full-time student,Males,6462.0
1945768,2007/2008,Canada,College,Full-time student,Females,1737.0
1945771,2007/2008,Canada,College,Part-time student,Males,729.0
1945772,2007/2008,Canada,College,Part-time student,Females,462.0
1945927,2007/2008,Canada,College,Full-time student,Males,651.0
1945928,2007/2008,Canada,College,Full-time student,Females,108.0
1945930,2007/2008,Canada,College,Part-time student,Males,207.0
1945931,2007/2008,Canada,College,Part-time student,Females,111.0
1946083,2007/2008,Canada,College,Full-time student,Males,1944.0
1946084,2007/2008,Canada,College,Full-time student,Females,690.0
1946087,2007/2008,Canada,College,Part-time student,Males,942.0
1946088,2007/2008,Canada,College,Part-time student,Females,540.0
1946243,2007/2008,Canada,College,Full-time student,Males,48.0
1946244,2007/2008,Canada,College,Full-time student,Females,18.0
1946247,2007/2008,Canada,College,Part-time student,Males,0.0
1946248,2007/2008,Canada,College,Part-time student,Females,0.0
1946387,2007/2008,Canada,College,Full-time student,Males,171.0
1946388,2007/2008,Canada,College,Full-time student,Females,66.0
1946391,2007/2008,Canada,College,Part-time student,Males,24.0
1946392,2007/2008,Canada,College,Part-time student,Females,6.0
1946533,2007/2008,Canada,College,Full-time student,Males,171.0
1946534,2007/2008,Canada,College,Full-time student,Females,66.0
1946537,2007/2008,Canada,College,Part-time student,Males,24.0
1946538,2007/2008,Canada,College,Part-time student,Females,6.0
1946649,2007/2008,Canada,College,Full-time student,Males,
1946650,2007/2008,Canada,College,Full-time student,Females,
1946652,2007/2008,Canada,College,Part-time student,Males,
1946653,2007/2008,Canada,College,Part-time student,Females,
1946841,2007/2008,Canada,College,Full-time student,Males,
1946842,2007/2008,Canada,College,Full-time student,Females,
1946844,2007/2008,Canada,College,Part-time student,Males,
1946845,2007/2008,Canada,College,Part-time student,Females,
1946945,2007/2008,Canada,College,Full-time student,Males,
1946946,2007/2008,Canada,College,Full-time student,Females,
1946948,2007/2008,Canada,College,Part-time student,Males,
1946949,2007/2008,Canada,College,Part-time student,Females,
1947117,2007/2008,Canada,College,Full-time student,Males,651.0
1947118,2007/2008,Canada,College,Full-time student,Females,105.0
1947121,2007/2008,Canada,College,Part-time student,Males,159.0
1947122,2007/2008,Canada,College,Part-time student,Females,33.0
1947270,2007/2008,Canada,College,Full-time student,Males,
1947271,2007/2008,Canada,College,Full-time student,Females,
1947274,2007/2008,Canada,College,Part-time student,Males,
1947462,2007/2008,Canada,College,Full-time student,Males,573.0
1947463,2007/2008,Canada,College,Full-time student,Females,87.0
1947466,2007/2008,Canada,College,Part-time student,Males,138.0
1947467,2007/2008,Canada,College,Part-time student,Females,30.0
1947602,2007/2008,Canada,College,Full-time student,Males,15.0
1947603,2007/2008,Canada,College,Full-time student,Females,9.0
1947605,2007/2008,Canada,College,Part-time student,Males,6.0
1947606,2007/2008,Canada,College,Part-time student,Females,3.0
1947741,2007/2008,Canada,College,Full-time student,Males,63.0
1947742,2007/2008,Canada,College,Full-time student,Females,6.0
1947744,2007/2008,Canada,College,Part-time student,Males,12.0
1947745,2007/2008,Canada,College,Part-time student,Females,
1947839,2007/2008,Canada,College,Full-time student,Males,
1947840,2007/2008,Canada,College,Full-time student,Females,
1947842,2007/2008,Canada,College,Part-time student,Males,
1947843,2007/2008,Canada,College,Part-time student,Females,
1947963,2007/2008,Canada,College,Full-time student,Males,
1947964,2007/2008,Canada,College,Full-time student,Females,
1947966,2007/2008,Canada,College,Part-time student,Males,
1947967,2007/2008,Canada,College,Part-time student,Females,
1948342,2007/2008,Canada,College,Full-time student,Males,
1948343,2007/2008,Canada,College,Full-time student,Females,
1948473,2007/2008,Canada,College,Full-time student,Males,
1948474,2007/2008,Canada,College,Full-time student,Females,
1948629,2007/2008,Canada,College,Full-time student,Males,
1948630,2007/2008,Canada,College,Full-time student,Females,
1948632,2007/2008,Canada,College,Part-time student,Males,
1948633,2007/2008,Canada,College,Part-time student,Females,
1948786,2007/2008,Canada,College,Full-time student,Males,
1948787,2007/2008,Canada,College,Full-time student,Females,
1948789,2007/2008,Canada,College,Part-time student,Males,
1948790,2007/2008,Canada,College,Part-time student,Females,
1948938,2007/2008,Canada,College,Full-time student,Males,6.0
1948939,2007/2008,Canada,College,Full-time student,Females,6.0
1948941,2007/2008,Canada,College,Part-time student,Males,
1948942,2007/2008,Canada,College,Part-time student,Females,
1949082,2007/2008,Canada,College,Full-time student,Males,6.0
1949083,2007/2008,Canada,College,Full-time student,Females,6.0
1949085,2007/2008,Canada,College,Part-time student,Males,
1949086,2007/2008,Canada,College,Part-time student,Females,
1949246,2007/2008,Canada,College,Full-time student,Males,
1949247,2007/2008,Canada,College,Full-time student,Females,
1949249,2007/2008,Canada,College,Part-time student,Males,144.0
1949250,2007/2008,Canada,College,Part-time student,Females,30.0
1949400,2007/2008,Canada,College,Full-time student,Males,
1949401,2007/2008,Canada,College,Full-time student,Females,
1949403,2007/2008,Canada,College,Part-time student,Males,144.0
1949404,2007/2008,Canada,College,Part-time student,Females,30.0
2063722,2008/2009,Canada,University,Full-time student,Males,18483.0
2063723,2008/2009,Canada,University,Full-time student,Females,7311.0
2063726,2008/2009,Canada,University,Part-time student,Males,4629.0
2063727,2008/2009,Canada,University,Part-time student,Females,1749.0
2063904,2008/2009,Canada,University,Full-time student,Males,240.0
2063905,2008/2009,Canada,University,Full-time student,Females,117.0
2063907,2008/2009,Canada,University,Part-time student,Males,603.0
2063908,2008/2009,Canada,University,Part-time student,Females,291.0
2064050,2008/2009,Canada,University,Full-time student,Males,315.0
2064051,2008/2009,Canada,University,Full-time student,Females,132.0
2064054,2008/2009,Canada,University,Part-time student,Males,210.0
2064055,2008/2009,Canada,University,Part-time student,Females,84.0
2064210,2008/2009,Canada,University,Full-time student,Males,17826.0
2064211,2008/2009,Canada,University,Full-time student,Females,7023.0
2064214,2008/2009,Canada,University,Part-time student,Males,3543.0
2064215,2008/2009,Canada,University,Part-time student,Females,1203.0
2064357,2008/2009,Canada,University,Full-time student,Males,3.0
2064358,2008/2009,Canada,University,Full-time student,Females,3.0
2064360,2008/2009,Canada,University,Part-time student,Males,78.0
2064361,2008/2009,Canada,University,Part-time student,Females,60.0
2064471,2008/2009,Canada,University,Full-time student,Males,12.0
2064472,2008/2009,Canada,University,Full-time student,Females,9.0
2064474,2008/2009,Canada,University,Part-time student,Males,12.0
2064475,2008/2009,Canada,University,Part-time student,Females,6.0
2064562,2008/2009,Canada,University,Full-time student,Males,
2064563,2008/2009,Canada,University,Full-time student,Females,
2064565,2008/2009,Canada,University,Part-time student,Males,
2064566,2008/2009,Canada,University,Part-time student,Females,
2064717,2008/2009,Canada,University,Full-time student,Males,81.0
2064718,2008/2009,Canada,University,Full-time student,Females,30.0
2064720,2008/2009,Canada,University,Part-time student,Males,177.0
2064721,2008/2009,Canada,University,Part-time student,Females,108.0
2065241,2008/2009,Canada,University,Full-time student,Males,348.0
2065242,2008/2009,Canada,University,Full-time student,Females,141.0
2065245,2008/2009,Canada,University,Part-time student,Males,120.0
2065246,2008/2009,Canada,University,Part-time student,Females,87.0
2065396,2008/2009,Canada,University,Full-time student,Males,87.0
2065397,2008/2009,Canada,University,Full-time student,Females,24.0
2065399,2008/2009,Canada,University,Part-time student,Males,54.0
2065400,2008/2009,Canada,University,Part-time student,Females,27.0
2065531,2008/2009,Canada,University,Full-time student,Males,261.0
2065532,2008/2009,Canada,University,Full-time student,Females,120.0
2065535,2008/2009,Canada,University,Part-time student,Males,63.0
2065536,2008/2009,Canada,University,Part-time student,Females,51.0
2065652,2008/2009,Canada,University,Part-time student,Males,3.0
2065653,2008/2009,Canada,University,Part-time student,Females,9.0
2066137,2008/2009,Canada,University,Full-time student,Males,
2066138,2008/2009,Canada,University,Full-time student,Females,
2066239,2008/2009,Canada,University,Full-time student,Males,
2066240,2008/2009,Canada,University,Full-time student,Females,
2066470,2008/2009,Canada,University,Full-time student,Males,13485.0
2066471,2008/2009,Canada,University,Full-time student,Females,4983.0
2066474,2008/2009,Canada,University,Part-time student,Males,3597.0
2066475,2008/2009,Canada,University,Part-time student,Females,1104.0
2066631,2008/2009,Canada,University,Full-time student,Males,153.0
2066632,2008/2009,Canada,University,Full-time student,Females,93.0
2066634,2008/2009,Canada,University,Part-time student,Males,549.0
2066635,2008/2009,Canada,University,Part-time student,Females,243.0
2066770,2008/2009,Canada,University,Full-time student,Males,15.0
2066771,2008/2009,Canada,University,Full-time student,Females,6.0
2066774,2008/2009,Canada,University,Part-time student,Males,6.0
2066775,2008/2009,Canada,University,Part-time student,Females,
2066924,2008/2009,Canada,University,Full-time student,Males,13302.0
2066925,2008/2009,Canada,University,Full-time student,Females,4875.0
2066928,2008/2009,Canada,University,Part-time student,Males,2982.0
2066929,2008/2009,Canada,University,Part-time student,Females,831.0
2067058,2008/2009,Canada,University,Full-time student,Males,3.0
2067059,2008/2009,Canada,University,Full-time student,Females,3.0
2067061,2008/2009,Canada,University,Part-time student,Males,54.0
2067062,2008/2009,Canada,University,Part-time student,Females,24.0
2067170,2008/2009,Canada,University,Full-time student,Males,12.0
2067171,2008/2009,Canada,University,Full-time student,Females,9.0
2067173,2008/2009,Canada,University,Part-time student,Males,12.0
2067174,2008/2009,Canada,University,Part-time student,Females,6.0
2067217,2008/2009,Canada,University,Full-time student,Females,
2067284,2008/2009,Canada,University,Full-time student,Males,
2067285,2008/2009,Canada,University,Full-time student,Females,
2067287,2008/2009,Canada,University,Part-time student,Males,
2067288,2008/2009,Canada,University,Part-time student,Females,
2067414,2008/2009,Canada,University,Full-time student,Males,0.0
2067415,2008/2009,Canada,University,Full-time student,Females,
2067417,2008/2009,Canada,University,Part-time student,Males,6.0
2067418,2008/2009,Canada,University,Part-time student,Females,6.0
2067549,2008/2009,Canada,University,Full-time student,Males,
2067550,2008/2009,Canada,University,Full-time student,Females,
2067552,2008/2009,Canada,University,Part-time student,Males,0.0
2067553,2008/2009,Canada,University,Part-time student,Females,3.0
2067677,2008/2009,Canada,University,Full-time student,Males,0.0
2067678,2008/2009,Canada,University,Full-time student,Females,
2067680,2008/2009,Canada,University,Part-time student,Males,6.0
2067681,2008/2009,Canada,University,Part-time student,Females,3.0
2067791,2008/2009,Canada,University,Full-time student,Males,
2067792,2008/2009,Canada,University,Full-time student,Females,
2067963,2008/2009,Canada,University,Full-time student,Males,6.0
2067964,2008/2009,Canada,University,Full-time student,Females,0.0
2067966,2008/2009,Canada,University,Part-time student,Males,3.0
2067967,2008/2009,Canada,University,Part-time student,Females,3.0
2068048,2008/2009,Canada,University,Full-time student,Males,
2068049,2008/2009,Canada,University,Full-time student,Females,
2068051,2008/2009,Canada,University,Part-time student,Females,
2068135,2008/2009,Canada,University,Full-time student,Males,6.0
2068136,2008/2009,Canada,University,Full-time student,Females,0.0
2068138,2008/2009,Canada,University,Part-time student,Males,3.0
2068139,2008/2009,Canada,University,Part-time student,Females,3.0
2068241,2008/2009,Canada,University,Full-time student,Males,6.0
2068242,2008/2009,Canada,University,Full-time student,Females,
2068244,2008/2009,Canada,University,Part-time student,Males,
2068342,2008/2009,Canada,University,Full-time student,Males,6.0
2068343,2008/2009,Canada,University,Full-time student,Females,
2068345,2008/2009,Canada,University,Part-time student,Males,
2068640,2008/2009,Canada,University,Full-time student,Males,2622.0
2068641,2008/2009,Canada,University,Full-time student,Females,1494.0
2068644,2008/2009,Canada,University,Part-time student,Males,633.0
2068645,2008/2009,Canada,University,Part-time student,Females,387.0
2068788,2008/2009,Canada,University,Full-time student,Males,3.0
2068789,2008/2009,Canada,University,Full-time student,Females,
2068791,2008/2009,Canada,University,Part-time student,Males,3.0
2068792,2008/2009,Canada,University,Part-time student,Females,9.0
2068902,2008/2009,Canada,University,Full-time student,Males,39.0
2068903,2008/2009,Canada,University,Full-time student,Females,9.0
2068905,2008/2009,Canada,University,Part-time student,Males,135.0
2068906,2008/2009,Canada,University,Part-time student,Females,27.0
2069040,2008/2009,Canada,University,Full-time student,Males,2583.0
2069041,2008/2009,Canada,University,Full-time student,Females,1488.0
2069044,2008/2009,Canada,University,Part-time student,Males,471.0
2069045,2008/2009,Canada,University,Part-time student,Females,321.0
2069178,2008/2009,Canada,University,Full-time student,Males,
2069179,2008/2009,Canada,University,Full-time student,Females,
2069181,2008/2009,Canada,University,Part-time student,Males,21.0
2069182,2008/2009,Canada,University,Part-time student,Females,27.0
2069414,2008/2009,Canada,University,Full-time student,Males,1941.0
2069415,2008/2009,Canada,University,Full-time student,Females,660.0
2069418,2008/2009,Canada,University,Part-time student,Males,93.0
2069419,2008/2009,Canada,University,Part-time student,Females,51.0
2069645,2008/2009,Canada,University,Full-time student,Males,1941.0
2069646,2008/2009,Canada,University,Full-time student,Females,660.0
2069649,2008/2009,Canada,University,Part-time student,Males,93.0
2069650,2008/2009,Canada,University,Part-time student,Females,51.0
2069910,2008/2009,Canada,University,Full-time student,Males,
2069911,2008/2009,Canada,University,Full-time student,Females,
2069913,2008/2009,Canada,University,Part-time student,Males,
2069914,2008/2009,Canada,University,Part-time student,Females,6.0
2070036,2008/2009,Canada,University,Part-time student,Males,
2070037,2008/2009,Canada,University,Part-time student,Females,6.0
2070130,2008/2009,Canada,University,Full-time student,Males,
2070131,2008/2009,Canada,University,Full-time student,Females,
2070265,2008/2009,Canada,University,Full-time student,Males,
2070267,2008/2009,Canada,University,Part-time student,Males,
2070268,2008/2009,Canada,University,Part-time student,Females,
2070377,2008/2009,Canada,University,Full-time student,Males,
2070378,2008/2009,Canada,University,Full-time student,Females,
2070380,2008/2009,Canada,University,Part-time student,Males,
2070381,2008/2009,Canada,University,Part-time student,Females,
2070486,2008/2009,Canada,University,Part-time student,Males,
2070574,2008/2009,Canada,University,Part-time student,Males,
2070695,2008/2009,Canada,University,Full-time student,Males,63.0
2070696,2008/2009,Canada,University,Full-time student,Females,24.0
2070698,2008/2009,Canada,University,Part-time student,Males,168.0
2070699,2008/2009,Canada,University,Part-time student,Females,99.0
2070847,2008/2009,Canada,University,Full-time student,Males,63.0
2070848,2008/2009,Canada,University,Full-time student,Females,24.0
2070850,2008/2009,Canada,University,Part-time student,Males,168.0
2070851,2008/2009,Canada,University,Part-time student,Females,99.0
